电影名,影评
阿甘正传,上周重温了这部电影，开头10分钟就抓住了我，还开通了天猫月付费用户。这次看又是不一样的体会，导演拍摄剪辑手法很利落，大部分的时间都在铺陈主人翁情绪，演员演技不用说。沉重的事情讲的轻松，但却深刻，不乏泪点。历史是另一条叙事线。
阿甘正传,如果比较原著的话，你会惊异于编剧的改造功力，硬生生将一个讽刺小说改编成为一个温情电影。这个电影有趣的地方还在于它实录了美国不同年代的许多社会事件。
阿甘正传,有许多人说，阿甘是傻人有傻福，但是，他奔跑的意义，我相信所有人都记住了，阿甘是坚持的，是努力的，这，已经够了!
阿甘正传,在影片的尾声中，阿甘在詹妮的坟前倾诉道：“我不知道究竟是人各有命，还是随风飘零全凭偶然。照我看也许是都对，也许是两个都有。”阿甘，这位弱智者终于将观众领到了“哲学的高度”，他不仅创造了历史与现实中“不可能的和解”，而且还协调着关于历史叙述的两种基本态度。——戴锦华《电影批评》 。
阿甘正传,前不久刚在优酷上重新看了一遍，年青时看的感觉，和人到中年在看的体会确实不同，无法说清，有空要陪孩子在看一遍。
阿甘正传,并没有想象中那么好看，阿甘的成长历程也太顺利了吧，看了只会让人觉得老天不公平。荒诞，无厘头，莫名其妙，除了智商不太行，也并没有体现出有多傻，其余的各项技能天赋等均为老天赏饭吃，运气也好到爆，可能我没读懂这部片子所要体现出的教育意义，那我只能将其归为美国人的白日梦。
阿甘正传,我不觉得人的心智成熟是越来越宽容涵盖，什么都可以接受。相反，我觉得那应该是一个逐渐剔除的过程，知道自己最重要的是什么，知道不重要的东西是什么。而后，做一个简单的人。
阿甘正传,看了两遍，好电影就是这样，百看不厌。每一个成功了的人都有过人之处，成功是结果也可以是过程。喜欢阿甘这样的人，他善良，纯粹，为他人拼尽全力，为自己拼尽全力，他的人生非常的绚烂夺目。
阿甘正传,生活就像巧克力，你永远不知道下一颗是什么味道。很伟大的母爱，很温情的电影。
阿甘正传,真不理解为什么分数这么高，两个半小时，看得我如坐针毡。“美国梦”政治宣传的毒鸡汤，麻痹普通人只要你埋头努力也可以傻人有傻福。女角色全部献祭也是醉，不明白为什么jenny非要死。不过当做个不动脑子的励志片看看还可以。
阿甘正传,那片飘在风中的羽毛，那个一路奔跑的男孩，就这么进入你的心灵。
阿甘正传,其实好多经典电影我都觉得一般般
阿甘正传,始终记得在那条马路上他奋力奔跑，直到甩掉那畸形的固定器，很多年一直鼓励自己，没有什么不可以做到的，只要你愿意去努力。
阿甘正传,没有说教但又那么励志
阿甘正传,life is like a box of chocolate.
阿甘正传,也许是之前看的时候太仓促 让我觉得这电影演的也仓促 除了一些经典语录外真的没啥感觉 但评分这么高一定有原因 待我二刷后改观来改分😂
阿甘正传,看完以后深深印在脑子里的画面是影片刚开始飘落的白色羽毛和阿甘笨拙的奔跑身影
阿甘正传,想到了那个经典的命题：你愿意吃屎味的巧克力还是巧克力味的屎？很显然阿甘的人生就是那种屎味的巧克力，而这一整部片子就是巧克力味的屎。
阿甘正传,温暖而励志的片子，经典
阿甘正传,Mama always said life was like a box of chocolates. You never know what you're gonna get.
阿甘正传,记得这部电影是老师放给我们看的，还写了观后感，很怀念。人生就像巧克力，你永远不知道选择哪一块。
阿甘正传,阿甘之“傻”，并非为了塑造角色，更多是顾及广大美国观众心理的一种叙事功能性设定。试想，橄榄球跑锋、越战丛林救人、乒乓外交典型、捞虾发财暴富、穿越美国长跑，两见美国总统，以及万众瞩目下方碑水池中恋人相拥之极致浪漫时刻……这一系列不可思议丰功伟业如果搁在一位“神经正常”的普通人身上你还能接受吗？显然不可能，优点太多运气太好而近伪。所以，泽米吉斯必须要用智商之弱去平衡处世之强成就之高，此谓犹人在艺术创作中所惯用的思路：“自损兼自荣”。没有自损则自荣就显得咄咄逼人，无法为主流社会大众所接受。哪怕部分内容并未夸大其辞，现实之中确有角色原型；而没有自荣，则自损就成了尽在糟蹋自己没有必要去拍，或者即使拍了也会被视作脱离事实的矫情做作过分谦虚，而过分谦虚大家都知道就是另一种形式的……过分骄傲。
阿甘正传,看了好几遍（每次看了十几分钟就坚持不下去了），一部电影到现在还没看完。今天果断删除之，对比鸡汤文，阿甘正传乃电影届的鸡汤大师！不喜欢。
阿甘正传,阿甘正传，以“四两”的气力拨动“千斤”的议题，关于缺陷与天赋、学历与教育、战争与和平、友情与爱情、政治与邦交等等。看似诙谐幽默的调侃了一切，但又何尝不是导演借阿甘的视角，向我们传达一种更直白的看世界的方式，一种去猜疑化，去歧视化，去犹豫化，去虚无化的方式。人生的很多问题，往往并不复杂，只是我们忘记了让它简单的方法（电影中阿甘反复提及说：妈妈总能用简单的话让他明白某个事情），甚至常常只停留在脑海里，而失去了执行与前进的勇气。在这样一个“人造复杂”的世界里，正因阿甘并不常见，故他看起来诙谐，但这更有可能是因为我们自己的无知与自大。我已在踌躇状态呆的够久，是时候该move on了——眼前的草地与身上的阳光，都让人无所畏惧。
阿甘正传,"you are my girl 我听过最动人的情话 一生的痴守 被阿甘喜欢的Jenny真的很幸运吧 
阿甘很厉害 奇迹在他身上出现 而他也创造了奇迹"
阿甘正传,人生就像开头和结尾的羽毛一样，随风漂浮不知道下一时刻会在哪里?找到人生的信念与坚持才能成长。阿甘的精神永远值得我们学习。
阿甘正传,有些事情明知太过理想化，还是忍不住向往
阿甘正传,当你奔跑起来，比羽毛还要轻盈
阿甘正传,泪点低，看一次哭一次，前天下午我们英语老师又放了一遍，还是那样的感动
阿甘正传,这部片子我当时到处推荐了好久，我认为是美国最好的喜剧
阿甘正传,总结阿甘的人生，觉得他很幸运，从军队到做生意，就像开了外挂似得，幸运之神一直在眷顾他。但是在感情方面就没这么顺利了，在母亲，爱人，朋友方面都受过挫折
阿甘正传,my mother wlways say
阿甘正传,妈妈说过，要往前走，就得先忘掉过去。我想，这就是跑的用意。
阿甘正传,以前我一直很好奇《阿飞正传》和《阿甘正传》的关系...
阿甘正传,励志类电影的经典之作，当迷茫的时候可以再重温看看
阿甘正传,run forest run！！感动
阿甘正传,完全无感……不知道为何口碑高到这种程度……
阿甘正传,在珍妮和妈妈的爱护下，还有上帝给你关了一扇门也为你开了一扇窗，傻人有傻福，你遇到如此好的母亲。
阿甘正传,非常励志的片子，对于美国历史也扣合得非常紧（以特效手段将演员与历史人物影像无缝拼接），一定意义上是对美国历史的主观书写，毕竟60~70年代的一系列运动和越战造成的创伤不小，缺点也很明显，过于理想主义了。
阿甘正传,老师推荐看的，电影很不错
阿甘正传,Run！ Forrest！Run！跑出阴霾
阿甘正传,"别跟我说这有原型。。。
幸运白男的一生，男宝妈卖身送他上学，青梅竹马要实现梦想要钱也得靠出卖色相。每一个人生节点虽然跟历史相连但都是无足轻重的背景，都是很假的运气在推动。可能特权阶级看了会有感悟，我只觉得麻木不解。
但是看完又觉得挺不错，平淡中见真章"
阿甘正传,重温最爱电影之一《阿甘正传》时的一些泪点：1.羽毛飘落、主旋律响起；2.长大后的阿甘一直向前冲；3.阿甘最好的朋友巴布战死越南；4.阿甘母亲离开人世；5.珍妮走后，开始3年多长跑前的阿甘一个人孤单寂寞的身影；6.阿甘突然被告知自己当爸爸了；7.阿甘在珍妮墓碑前的诉心；8.大阿甘送小阿甘上学，羽毛再次被风吹起；…… -2015.05.16：记得初次观影是在 CCTV-6 电影频道 看的，一直期待着2014年上映20周年时能在中国电影资料馆大银幕重温，不果；当自己又失约让其成为我2014年观看的最后一部电影时，便想把《阿甘正传》当作我的【生日礼物】送给自己当做是对【阿甘】的弥补！……如果是在电影院重温，我应该会哭得更厉害吧？……
阿甘正传,教人很多卻很簡單的道理
阿甘正传,这是不是美国版的《活着》？
阿甘正传,在珍妮和妈妈的爱护下，还有上帝给你关了一扇门也为你开了一扇窗，傻人有傻福，你遇到如此好的母亲。
阿甘正传,对不起这就是豆瓣Top250的第三名吗，是不是男导演都觉得女人私生活一定要很混乱，配不上男主的真心，但是要留下一个他的种然后远走高飞？最后得了绝症还要回来找男主？也许有一点是对的，男人只有傻了才会这么专一🥺
阿甘正传,非常励志的片子，对于美国历史也扣合得非常紧（以特效手段将演员与历史人物影像无缝拼接），一定意义上是对美国历史的主观书写，毕竟60~70年代的一系列运动和越战造成的创伤不小，缺点也很明显，过于理想主义了。
阿甘正传,重看。我们是否有注定的命运，还是生命中只有偶然，像在风中飘？或者，两者都有吧。
阿甘正传,人生确实是你永远不知道下一秒会发生什么。
阿甘正传,治愈系电影，记住了那句生活就像一盒巧克力，开头轻音乐也很好听
阿甘正传,Run！ Forrest！Run！跑出阴霾
阿甘正传,老师推荐看的，电影很不错
阿甘正传,我们每个人都需要像阿甘一样，有一个更好的人生观，我们需要欣赏更多的细节，不要让困难阻碍我们。
阿甘正传,励志宝典。汤姆汉克斯就是阿甘，扯掉支架奔跑的片段太经典了。
阿甘正传,"别跟我说这有原型。。。
幸运白男的一生，男宝妈卖身送他上学，青梅竹马要实现梦想要钱也得靠出卖色相。每一个人生节点虽然跟历史相连但都是无足轻重的背景，都是很假的运气在推动。可能特权阶级看了会有感悟，我只觉得麻木不解。
但是看完又觉得挺不错，平淡中见真章"
阿甘正传,阿甘和珍妮向众人展示了两种人生，一种迷茫，似乎怀揣理想，却始终没有向着理想前行；一种看似没有未来，却始终没有停下前行的步伐，始终向前，所以看到了种种人生、种种风景，最终，所有人都会走上生命的一部分——死亡。人的一生，就是这么的平平无奇，却又丰富多彩。
阿甘正传,"六星，太棒了太棒了。

当迟疑地问出那句“那…他聪明吗？”，是不是你一生中最惶恐的时刻。
谁说你不聪明？"
阿甘正传,美式传奇励志电影，人还是要有梦想！
阿甘正传,你得丢开以往的事，才能不断继续往前。值得多刷的电影
阿甘正传,越看越有体会 越看越有味道 可以算是美国精神的最佳体现了
阿甘正传,"當一個人的思想是一條直通道路時,幸福多於悲慘.沒有拐彎抹角的想法,單純也許更快樂.汤姆·汉克斯~~影帝不愧為影帝,這慢條斯理的表現整個貼近阿甘這個角色."
阿甘正传,充满温情的一部电影，阿甘虽然不是很聪明，但却比其他人更善良更单纯。电影开始羽毛的飘落与结尾相呼应，画面很美。
阿甘正传,也常常迷失自我，在这浮华的世界找不到出路，有时候道貌岸然，温良娴淑，转过身却又歇斯底里，放纵不羁，哪一个才是我，都是，也都不是，不是珍妮，身边也没有阿甘，只有自己。
阿甘正传,只有逃跑才会感觉安全的她，你却给了她一个家。
阿甘正传,绝对是经典中的经典。看这个片子的时候还年轻，似乎有很多还不能完全体会。但是经年流逝，这部电影仍然是记忆深处。简单爱，执着爱。因为简单，反而坚持活出了自己。现在其实更觉得妈妈是一个伟大的妈妈，用自己的全部爱心铸造了儿子的一生。
阿甘正传,伟大的妈妈和了不起的孩子，傻人有傻福。
阿甘正传,现在看来，还算可以，并不值那么高的评价，比起《肖申克的救赎》还是差一个档次。
阿甘正传,最早在高中英语课上看过。有人说阿甘有好运，但我看到他一直在跑，而我们早已走走歇歇或停在路上了。
阿甘正传,专注力决定我们能否把一件事做到极致！
阿甘正传,不管周围环境怎么样，希望我们的每个决定都出自本心。
阿甘正传,"刚刚得知汤姆汉克斯夫妇确诊新冠的消息，真是世事无常。他的《阿甘正传》是我儿童时期有印象的几部电影之一，而且在我的人生中起到了极大的影响，并几乎会每隔一两年就会再看一遍。巧克力的哏也成了随处可见的借鉴桥段。我从不懂为何阿甘在屋前嚎叫的年纪，到羡慕阿甘纯净情感的少年，再到如今敬仰阿甘心无旁骛的青年。这部伟大的作品依旧能时不时给我力量，甚至我以为小时候就看过这部电影的经历，给了我更多的对抗人生的压力，乃至抵抗抑郁的能力。让我不论如何，总是会期待明天的开始，追逐未来的方向。在人力无法对抗的灾难面前，希望阿甘能给所有人带来力量和好运，一切都在运行，灾难总会过去，我们还会平常下一颗巧克力的。
附：另外几部小时候有印象的电影是《狮子王》约4岁《沉默的羔羊》《异形》约6岁《阿甘正传》约9岁"
阿甘正传,很伟大的母爱，很励志很温情的电影。
阿甘正传,蒙头跑别思考，你就会成功。要多蠢才会相信这种鬼话
阿甘正传,为什么能有一部如此美好的电影，充满那么多美好的人事物。一直跑到世界尽头也一直最懂得爱的阿甘，给过阿甘情爱初体验也最后伴随至终的珍妮，始终对孩子充满信心的母亲，从参军到阵亡都不忘时刻念叨shrimp的巴布，每句话都少不了fucking的搞笑黑人军官，逐渐坚强起来的中尉，听故事愿意错过大巴的老人
阿甘正传,意识形态批评文本细读：这则当代美国神话建立在否定黑人民权运动与妇女解放运动的基础上 历史修正主义的父权话语重述 意识形态腹语术的成功商业言说
阿甘正传,之前看了两遍，现在英语老师推荐又看了一遍，为了练英语可能还要再看很多遍。阿甘活成了大部分人想活的样子，他的人生似乎充满了幸运，让人看了不得不惊羨。看似偶然，其实理所当然，就像龙应台所说，偶然注定下一个必然。他一直保持着本心，他的真挚让生活回报给了他珍贵的珍妮和小福尔斯。
阿甘正传,福雷斯说命运就是落在脚下你屈身拾起的羽毛；托马斯说命运就是你于彼岸张手揽下顺水飘来的箩筐；奥德修斯说命运就是不顾一切的重返家乡。马克思说常看常新的《阿甘正传》是一堂哲学必修课，蔡老师说不惑就是所有得到的已在手中，所有未得到的已知其去向。而我想说命运就是在路上遇到的风景，爱上的人。
阿甘正传,做自己，是唯一的梦想。
阿甘正传,特别励志也很感动人，感悟了一心实干的力量。好电影！
阿甘正传,经典励志电影！
阿甘正传,我不太懂这种讲美国梦傻人有傻福的励志故事为啥能排到豆瓣TOP3？无感。
阿甘正传,与巧克力不同，我更欣赏阿甘不知为何而为时，直接跑起来的哲学举动。阿甘未必是脑子不行，可能只是他活的通透，赤诚之心罢了。
阿甘正传,很温情的片子，母亲是伟大的，儿子傻人有傻福。
阿甘正传,漫长光荣得不真实的一生，似乎为了让他去见证历史而编造了些离奇的经历。纯粹奔跑是我最喜欢的部分。
阿甘正传,"（8.6/10）
靠打橄榄球获得大学学位，入选全美明星队，一见总统；成为越战功臣，获得国会荣誉勋章，二见总统；入选美国乒乓球国家队，访华进行友谊赛，三见总统；买下捕虾船，飓风来袭后捕虾业中唯一的获利者。一生顺风顺水的阿甘，成功的秘诀在于他是个实干家，“When I have to do,I went.”。现实中的大部分人不是被上帝眷顾的阿甘，而是抱怨命运不公的丹中尉。但即使上帝辜负了我们，我们仍可以像丹中尉一般在大海的狂风波涛中与命运角逐。
短短一部电影，我已经数不清美国总统几次遇刺了。很有教育意义且符合美国梦的一部电影。"
阿甘正传,"最让我感动的不是阿甘。因为阿甘是一个拥有“坚持”这项极大天赋的天才！
最喜欢是加里•西尼斯扮演的Caption Dan
越战是他失去双腿，可是并且短期打败了他的意志力！直到他和阿甘共同努力，找回自己！
PS•这告诉我们！交友谨慎！交到好朋友更是财富！"
阿甘正传,上映同年的1994年，共和党在时隔四十多年后在终于重新掌控了国会两院，绝非巧合。
阿甘正传,阿甘用自己的人生震撼鼓舞了一代人。
阿甘正传,史上第二有名的烂俗励志片，第一名是《肖申克的救赎》
阿甘正传,非常温暖且治愈人性，奔跑的一幕永恒，或许有些理想，但是是电影所以可以无限包容。
阿甘正传,"I don't like Joan Baez,  she's a boring bitch"
阿甘正传,每次回顾这部片子，就是在回顾我的大学时代，和好友在图书馆录像厅里借了碟子，然后带耳机在18寸小电视机上看电影的时光
阿甘正传,主流意识形态极为浓郁的电影，诞生于神奇的1994年，在藏龙卧虎的年份成为最大赢家。阿甘所穿梭过的社会事件，见证过的文化变迁，带动的风尚潮流，几乎可以浓缩为美国近现代史。但是，谁再在我耳边说生活就像一盒巧克力，别特么怪我甩你耳刮子。
阿甘正传,世界上最討喜的弱智，完全不使人生氣煩惱，而且還不時會超出本身的智商的表現。雖然這麼說，但遇到這種專一感情的電影我還是很沒輒...。
阿甘正传,很励志的故事。天赋不是人人都有，但努力却人人都可以，只要你愿意
阿甘正传,成功需要努力还需要很多很多的偶然！我们的人生有许许多多的机会！我们不仅要把握，去珍惜，更需要去寻找、去挖掘机会！
阿甘正传,开头羽毛随风飘荡伴着经典的背景音乐，让我印象深刻
阿甘正传,小說主旨反美，到電影則微縮成了反左，一本黑色喜劇被拍成了一篇小賦史詩。
阿甘正传,我特别特别特别讨厌阿甘
阿甘正传,跟听他故事的那个黑人女性一样，一开始以为会很无聊，直到像所有坐在那把长椅上的人一样，被阿甘的故事所吸引，最后欲罢不能，当然中途出现苹果，捕虾大亨，跑步领袖等出现的时候也像那个胖子一样觉得不可思议，虚假的可笑，可最后还是想要一直看下去，因为阿甘身上这些奇迹，看似不可能又好像都可能完成。我想我们所有人如果都像阿甘一样，遇到一件事情就将所有的注意力投注进去，不惜代价，不辞辛苦，那将真的世上无难事。阿甘生命中两个最重要的女人，妈妈和詹妮都对他的人生起到至关重要的作用，很多人嘲笑阿甘傻子，可是阿甘有最真挚的厚嘴唇朋友，他只交往对自己有善意的，他也用他的专注傻气的实干精神改变了很多起初并不看好他的人。
阿甘正传,击败《闻香识女人》获得奥斯卡最佳影片。
阿甘正传,“你以后想成为什么样的人？ ” “什么意思，难道我以后就不能成为我自己了吗？ ”
阿甘正传,阿甘的不幸反而是他最大的幸运，他能只专注于自己想要的，可以不带任何目的地坚持，不介意主动，不介意付出。管他人生是注定的还是未知的，我只为我想做的想要的而坚定而坚持。
阿甘正传,重写历史，讲述神话。戴锦华：“如果说，通过阿甘与詹妮的爱情，影片成功书写战争与反战，主流与反主流的不可能的和解，那么阿甘的成功之路和詹妮的失败之路两相参照，便无疑成了主流社会主流道路对反主流文化运动的胜利原告。”
阿甘正传,"美国主旋律电影，中国各大电影学院教学片。
警惕其中的政治宣传，不要太相信美国梦。"
阿甘正传,我最喜欢湖心两人拥抱在一起，那一幕我很感动。
阿甘正传,傻人有傻福是真的吗，上帝把他变成智障，给了他飞毛腿的天赋，然而这世上那么多智障哪有什么天赋？😂
阿甘正传,我一直非常讨厌《阿甘正传》，美国梦的另一种写法。用当下的目光审视，它只是一部精巧的爽片，一个普通人能够“凑巧”掺合那么多国家大事，本身就很不着调。
阿甘正传,"片如其名，正得不能再正。几乎所有内容都是可以预见的，除了一些俏皮的桥段和剪辑之外，隐约已经过时。
背景是丰富的当代美国史，主要故事略显松散，阿甘的成功太顺理成章。主人公的意志值得我们学习，但他运气也太好了吧。
画外音的穿插补充了许多内容的同时，闪回到停车站的瞬间也给了观众喘息的余地。
生活就像一盒巧克力，但电影最好只是一块，如果整盒拿出来可能会串味。"
阿甘正传,人生就像一盒巧克力，你永远不知道会选中哪一颗。
阿甘正传,我们都是小人物。
阿甘正传,不知道这部片子为什么会被捧这么高，就是一部爽文式电影而已，说励志的，在阿甘身上并没有看到这两个字，恰恰看到了天道宠儿是什么样子，阿甘的运气简直好到离谱，电影里面，我觉得塑造的最好的人物是中尉，他在暴风雨里的那个镜头，才有点同命运抗争的意味，阿甘这部剧，换成起点爽文也说得通，比如，一个男的穿越到一个智商只有75的孩子身上，然后开始了他亿万富翁之路，只要把主角的心理和旁白全部省略，只看主角做事的剧情，和阿甘正传也没什么区别，
阿甘正传,一个歧视英雄的反智故事、一个保守右派化反战自由意志为虚无的阴谋、一则傻人有傻福的寓言、一份做人秉正不弃的建议书，直观的正反面评价在这部影片前中如同那些符号化的人物一样落在洪流里。对“幸运阿甘”的疑虑与思索，并由此引发对于导演目的的揣测构成了其与价值观与电影的通道。广为发现的是，阿甘矗立在三十年的串联里见证了历史的自然选择；未被发现的是，阿甘被历史的自然选择自动地、被动地被划分为一派。也许作为旁观者，阿甘的选择是被每一个洪流中的个体靠他们的意识分配的，但他从来没选择过这些意识，他也从未与Jenny对立过。一个普通的、坚持的蠢人知道一切他所需要知道的。夸张的幸运是Robert的恶趣味，他让大众英雄在历史洪流里失去光辉后，还要告诉你“你甚至掌握不到，也猜测不到一个单纯的傻子的命运”。
阿甘正传,理想国中一样美好正直的人啊 这电影却不能减少我的悲伤
阿甘正传,小时候看觉得一般，长大了看从头哭到尾…有些事往往是你不在乎的时候才会得到。
阿甘正传,人生就像是一盒各式各样的巧克力，你永远不知道下一块将会是哪种。Stupid is as stupid does.
阿甘正传,"1.人间自有真情在
2.看似傻的人却是聪明，看似聪明的却反被聪明误"
阿甘正传,只要用力奔跑就好
阿甘正传,"人生的真实意义：即使你是羽毛，你无法决定和选择将要遇到什么,只能随风摇曳,在空中尽情的舒展美好!"
阿甘正传,什么叫做好电影？好电影就是从看这个电影开始到结束没有一刻你想停下来，你不愿给自己喘气的机会，你想把它一口气看完。阿甘就是这样一部电影，第二次看还是这样的感受。 @2015-03-06 14:19:32
阿甘正传,说来有点可笑，活了十八年才第一次看这部电影。“傻人有傻福”的典型案例，阿甘虽然智商偏低，但是运气着实好，总会有爱他的人一个个出现，也能平安无事地从战场回来，安全在船上度过暴风雨。片子后半部分阿甘跑了三年，让我莫名穿越到《一个人的朝圣》。这部电影关于历史的描写让我也挺感动：越南战争、中美“乒乓外交”以及艾滋病。而且到最后告诉我为什么阿甘一直在椅子上给陌生人讲故事，因为阿甘也在等车，从此刻开始的剧情由过去时变成了现在时，让我也觉得挺妙的。
阿甘正传,"其实，我们最应该敬畏的是阿甘的母亲，当全世界都抛弃她的孩子，她却从未停止向阿甘灌输爱的一切。那是她的孩子，她的爱，她的生命和世界，没有什么可以阻挡这份爱。
所以，我们不难看到阿甘的勇敢在这份爱中成长起来，不在意别人异样的目光，也不在意刻薄的刁难，所有一切不可能的事，只是因为我们没"
阿甘正传,勵志而傳奇的人生 個人覺得這部戲的意義不是在於告訴我們一個什麼樣的故事 而是信念的作用 媽媽令阿甘對後來遇見的人和事的態度有著重要的啟示作用 無論對墮落了的珍妮 還是buford和丹 阿甘都用赤誠的心去對待 而真正的天使其實是阿甘自己 羽毛就像是從阿甘身上掉下來的一樣 純白無暇 但又飄渺無常
阿甘正传,很有教育意义的励志电影，摆脱束缚，向着你的目标奔跑。
阿甘正传,阿甘成功的关键就是专注，百分之百的专注，不管他现在在做什么，他都能全情投入这件事。不过那些都不是他主动选择的，而是顺应局势，像那片羽毛一样，飘到哪里是哪里，除了janny，所以janny才是他生命中最闪亮的光，最无法忘怀的疼痛。
阿甘正传,很温暖，很感人
阿甘正传,正能量的片子
阿甘正传,听闻汤姆汉克斯感染病毒的信息，便想起阿甘的不停奔跑，一切都会好的
阿甘正传,生命不止，奔跑不息。励志电影
阿甘正传,看了3遍的电影，如果每个人都能像阿甘那样，傻傻的单纯的活着，那么……我们是不是就会少很多烦恼！突然发现麦兜跟阿甘很相似呢
阿甘正传,我现在不信人生是一盒巧克力了，我只相信你获得努力才会有收获。ps我也要像阿甘学习他的爱情观
阿甘正传,老师介绍看的，超励志的一部电影
阿甘正传,信念促使阿甘一直不放弃的努力向前 不放弃 不停止脚步 励志的人生 使观影的我也感觉到自己的人生不应该是碌碌无为的 很不应该是生活在挫败中的 即使生活不给你面子 你也要抬头挺胸地走下去 风雨再大又怎样 只要笑着 生活黑暗总会被你打败  明媚阳光总会迎来
阿甘正传,佳片有约人生启蒙系列：最为最早接触的电影之一，后来大学课上老师还让我们回去看上课来解析。老师给我们解说了片中很多典故和人物的性格选择和为什么他要这么做。起初仅仅限于幽默和励志的不同，这部电影真正教会我要去思考和批判的看待事物和人。而影片要讲的是借着阿甘一生，极尽荒谬讽刺。
阿甘正传,保守主义意识形态反智宣传片。但电影本身还是不错给多一星。
阿甘正传,阿甘是幸运的，也是幸福的，同样他成长路上也是辛苦的！他身上有很多值得我们学习的地方！
阿甘正传,人生就像和自己的巧克力，你永远不会知道你吃到的下一颗是什么味道！低落或者没有目标的时候看看这部电影，顿时觉得鸡血满满
阿甘正传,这片意识形态也太混杂了。不像励志片，更像福音片。完全没想到阿甘是一个虚构的、集体的、多重历史的投影，这样的角色即便给他加上个人层面的强烈的爱情戏，他依然像是一个空洞的幽灵，很不真实。活在童年创伤阴影之下的珍妮，她的心是那个破破烂烂的小屋。而阿甘的家（心）一直是明亮舒适温馨的。他很幸运，甚至可以说是神光笼罩。他承担着一个拯救者的角色，珍妮、丹中尉，还有很多路人，他们都在阿甘的带领下找到了“神”。可对我来说，一个无法感受苦痛的人（或神），他自然能克服一切障碍，这样轻松的攀爬很难有共鸣。不过也有不错的段落，阿甘跟珍妮在水池里奔赴拥抱，以及他如何讲述奔跑过程中的风景，“我看见日落在水面上的万千闪光，我看见天堂的终极和大地的初始”，虽然不像是阿甘在说，更像是作者在说，但这样的语言太美了。
阿甘正传,阿甘的一生中出现了许多奇迹，但这些奇迹没有、也绝不会引导你去羡慕他，你只会欣赏和阿甘一起的那些岁月、生命和历史，体味个中的苦甜，以期“跨越缺陷，完美人生”
阿甘正传,"我一直觉得这片跟肖申克一样过于""完美""就像好文章里的美句说多了就成了说教 讲太好讲太明白就没有戛然而止想象的魅力了。但两者一样是越想越觉得好 刚一开头听见那个熟悉的音乐我就想哭了 从开头直接蹦到结尾 140分钟飞逝 四星半。"
阿甘正传,阿甘只存在于影视作品里，但生活里，每一个人都可以拥有阿甘精神，当然也只看个人，像我这种消极懒惰的人应该是永远都无法拥有吧。
阿甘正传,"阿甘幸运的让人羡慕，倒霉的让人心疼。说到底，智商75的他能够成为橄榄球国家队成员、越战荣誉勋章获得者，退伍一等兵，乒乓外交代表，捕鱼船长，上市公司拥有者，跨越密西西比河的长跑明星，见证无数president下台并受到接见，离不开母亲的智慧和伟大，青梅竹马Jenny的陪伴与温柔，战友生死之交的情谊（无论是bubble还是丹中尉）。最重要的是：真诚、善良与全身心投入的专注。在Jenny与阿甘温存一夜离开之后，使用后拉撤回的镜头来体现他的孤独与难受，几处使用定格跳切，如表现丹中尉的满门忠烈。""My mama always told me that miracles happen every day."""
阿甘正传,人生就像一盒巧克力…… 经典。很励志的一部电影，阿甘让我认识了汤姆汉克斯。
泰坦尼克号,爱你原本只是一瞬，却不知在时间的洪流中成了永恒。
泰坦尼克号,"“我甚至连一张他的画像都没有，但他永远活在我心中。” 要敢说，这是我一直深爱的电影。

3D效果言过其实；被删裸戏无察觉；IMAX看清冰山全貌；Rose美的神魂颠倒，Jack帅的令人窒息；甲板上Jack对Rose说:I see you. 看过不下10遍，能记住每个情节、台词、人物及配乐，该哭地方还是会哭；3碟正版VCD能记住两次换碟的准确时刻；初二看完后自己经常在水盆里用水瓢演习沉船全过程…"
泰坦尼克号,那对对死无所畏惧的老夫妇，那个不为外界干扰的乐队，那个为生而做一次假父亲的男人，那个为爱人吹响口哨的女人。都是为了一种心灵上的执着。
泰坦尼克号,将永远是我在电影院所看过次数最多、最感动、也是最好的电影
泰坦尼克号,学校组织放映的影片，大家好像对rose和jack恋爱过程猎奇，但是让我感动的一幕是轮船将要沉沦，海上乐队的绅士们整理领结，肃穆庄严的弹奏最后一曲，那一瞬间，仿佛听见一首镇魂曲在响彻。
泰坦尼克号,"生死两茫茫
不思量
自难忘"
泰坦尼克号,我学会了吐口水，我努力的活下来了，我去了好多你说过的地方，我学会了双腿张开骑马，我生了好多孩子，我已经活到一百岁了，我可以见到你了吗？
泰坦尼克号,当老年的Rose午夜梦回，一个长镜头穿过大堂，摇上楼梯，站在钟表前的Jack转过身来，意气风发，潇洒倜傥，宛如昨日。
泰坦尼克号,1998年，哈尔滨火车站地下给初恋女友买的盗版光盘。
泰坦尼克号,有些片子，必须得等经历过再去看。没有为爱情放弃过什么的人，不会在露丝从救生船上跳回大船的那一刻落泪。
泰坦尼克号,一部应该被记住的电影.
泰坦尼克号,事隔那麼多年依然無法忘記當初的感動。
泰坦尼克号,我想失去的才是永恒的。
